mouse,month,treatment,hotspots,ln2volume
#003,6,UV,0,16.50411736
#006,6,UV,0,16.51747822
#006,6,UV,0,16.5263877
#022,6,UV,0,16.54936054
#022,6,UV,0,16.55123255
#006,6,UV,0,16.55693757
#006,6,UV,0,16.56612181
#006,6,UV,0,16.56653322
#022,6,UV,0,16.57064083
#006,6,UV,0,16.57871917
#006,6,UV,0,16.58218204
#006,6,UV,0,16.58421515
#006,6,UV,0,16.58938665
#003,6,UV,0,16.59060079
#022,6,UV,0,16.59151072
#006,6,UV,0,16.59786421
#022,6,UV,0,16.59897069
#006,6,UV,0,16.61068736
#022,6,UV,0,16.61735431
#006,6,UV,0,16.6188427
#022,6,UV,0,16.6210229
#022,6,UV,0,16.6245834
#003,6,UV,0,16.63049811
#022,6,UV,0,16.6334464
#970,6,UV,0,16.63364274
#006,6,UV,0,16.63854254
#003,6,UV,0,16.65652845
#003,6,UV,0,16.66115866
#003,6,UV,0,16.66241013
#003,6,UV,0,16.66500585
#006,6,UV,0,16.66980046
#006,6,UV,0,16.67333823
#970,6,UV,0,16.67610503
#003,6,UV,0,16.67810527
#006,6,UV,0,16.68276174
#022,6,UV,0,16.70908559
#022,6,UV,0,16.70955132
#970,6,UV,0,16.72677055
#006,6,UV,0,16.72962054
#022,6,UV,0,16.73904966
#003,6,UV,0,16.74205765
#003,6,UV,0,16.74569531
#003,6,UV,0,16.75077267
#003,6,UV,0,16.75131562
#003,6,UV,0,16.75420788
#022,6,UV,0,16.76356788
#022,6,UV,0,16.76938719
#006,6,UV,0,16.77028039
#022,6,UV,0,16.79199278
#022,6,UV,0,16.79383873
#022,6,UV,0,16.79892482
#006,6,UV,0,16.80312049
#006,6,UV,0,16.80782607
#022,6,UV,0,16.81814191
#970,6,UV,0,16.83991691
#006,6,UV,0,16.84526731
#970,6,UV,0,16.85270782
#022,6,UV,0,16.85380374
#022,6,UV,0,16.86622204
#003,6,UV,0,16.86680675
#022,6,UV,0,16.87372177
#022,6,UV,0,16.89222023
#003,6,UV,0,16.89402432
#006,6,UV,0,16.89467979
#003,6,UV,0,16.89958636
#022,6,UV,0,16.9095119
#022,6,UV,0,16.91961117
#006,6,UV,0,16.92210489
#006,6,UV,0,16.92266739
#003,6,UV,0,16.92395228
#022,6,UV,0,16.92699933
#022,6,UV,0,16.93586323
#006,6,UV,0,16.93642039
#003,6,UV,0,16.9388058
#006,6,UV,0,16.94506857
#022,6,UV,0,16.94506857
#022,6,UV,0,16.94530586
#006,6,UV,0,16.95358659
#006,6,UV,0,16.95680715
#003,6,UV,0,16.95766998
#006,6,UV,0,16.96455413
#003,6,UV,0,16.97969273
#003,6,UV,0,16.98139074
#022,6,UV,0,16.98385702
#006,6,UV,0,17.00760908
#006,6,UV,0,17.01214681
#006,6,UV,0,17.01358079
#006,6,UV,0,17.03335944
#006,6,UV,0,17.05360449
#003,6,UV,0,17.0575611
#006,6,UV,0,17.06660578
#003,6,UV,0,17.07030938
#003,6,UV,0,17.07052694
#022,6,UV,0,17.07320752
#006,6,UV,0,17.07537731
#003,6,UV,1,17.08064355
#003,6,UV,0,17.08237073
#022,6,UV,0,17.09561542
#003,6,UV,0,17.09746713
#003,6,UV,0,17.10130541
#022,6,UV,0,17.10208603
#022,6,UV,0,17.1033625
#022,6,UV,0,17.10718515
#003,6,UV,0,17.11120921
#003,6,UV,0,17.12830926
#006,6,UV,0,17.13803003
#970,6,UV,0,17.13858353
#022,6,UV,0,17.14334866
#022,6,UV,0,17.14720448
#006,6,UV,0,17.14851037
#003,6,UV,0,17.15022684
#970,6,UV,0,17.15276348
#022,6,UV,0,17.1664662
#022,6,UV,0,17.17829136
#970,6,UV,0,17.17990557
#022,6,UV,0,17.18192078
#003,6,UV,0,17.19614846
#022,6,UV,0,17.19800838
#022,6,UV,0,17.20575432
#003,6,UV,0,17.20793158
#022,6,UV,0,17.2129334
#970,6,UV,0,17.2486871
#022,6,UV,0,17.26221087
#022,6,UV,0,17.26797722
#022,6,UV,0,17.27372062
#003,6,UV,1,17.2740985
#022,6,UV,0,17.28257481
#006,6,UV,0,17.28776155
#970,6,UV,0,17.2888216
#022,6,UV,0,17.29181048
#006,6,UV,1,17.30135822
#970,6,UV,0,17.30166716
#003,6,UV,0,17.30253182
#003,6,UV,0,17.30617009
#022,6,UV,0,17.30875446
#022,6,UV,0,17.32093693
#006,6,UV,0,17.33513166
#022,6,UV,0,17.34085485
#003,6,UV,0,17.34307776
#006,6,UV,0,17.34499751
#006,6,UV,0,17.34649555
#003,6,UV,0,17.35169661
#022,6,UV,0,17.35878047
#022,6,UV,0,17.36020495
#006,6,UV,0,17.36577063
#022,6,UV,0,17.36801451
#022,6,UV,0,17.3731975
#006,6,UV,0,17.37454908
#022,6,UV,0,17.38718078
#970,6,UV,0,17.3903796
#006,6,UV,0,17.39484606
#006,6,UV,0,17.39721868
#003,6,UV,0,17.40304683
#970,6,UV,0,17.40448581
#006,6,UV,0,17.40781873
#006,6,UV,0,17.41028473
#970,6,UV,0,17.42118769
#003,6,UV,0,17.42873144
#022,6,UV,0,17.43403941
#006,6,UV,0,17.43814813
#022,6,UV,0,17.46658614
#006,6,UV,0,17.4831876
#970,6,UV,0,17.49339296
#006,6,UV,0,17.49776779
#022,6,UV,0,17.50679945
#022,6,UV,0,17.50744241
#006,6,UV,0,17.51054602
#022,6,UV,0,17.51134759
#003,6,UV,0,17.51310948
#022,6,UV,0,17.51620093
#003,6,UV,0,17.52273511
#003,6,UV,1,17.52834254
#006,6,UV,0,17.52966187
#022,6,UV,0,17.52987286
#970,6,UV,0,17.53182298
#022,6,UV,0,17.53240224
#006,6,UV,0,17.53681801
#970,6,UV,0,17.53854909
#022,6,UV,0,17.54006862
#006,6,UV,0,17.5417435
#003,6,UV,0,17.54982877
#006,6,UV,0,17.56488689
#003,6,UV,0,17.59383349
#003,6,UV,0,17.61013871
#003,6,UV,0,17.61626185
#003,6,UV,0,17.63560465
#022,6,UV,0,17.65415938
#022,6,UV,0,17.66668578
#006,6,UV,0,17.68527378
#006,6,UV,0,17.68971837
#006,6,UV,0,17.69122831
#003,6,UV,0,17.71285369
#003,6,UV,0,17.71744583
#022,6,UV,0,17.72437588
#006,6,UV,0,17.73154799
#006,6,UV,0,17.74301342
#003,6,UV,0,17.7452411
#003,6,UV,1,17.74696632
#022,6,UV,0,17.75673386
#003,6,UV,0,17.76356788
#006,6,UV,0,17.77558352
#022,6,UV,0,17.78104449
#022,6,UV,0,17.78325851
#003,6,UV,1,17.80377496
#003,6,UV,0,17.8061286
#022,6,UV,0,17.81307989
#006,6,UV,1,17.81697533
#003,6,UV,0,17.82012725
#022,6,UV,0,17.84899236
#022,6,UV,0,17.87451114
#022,6,UV,0,17.87550762
#970,6,UV,0,17.88328965
#970,6,UV,0,17.8872885
#003,6,UV,1,17.89185094
#006,6,UV,0,17.90240011
#022,6,UV,0,17.9385277
#003,6,UV,0,17.94431689
#006,6,UV,0,17.95004352
#003,6,UV,0,17.95919828
#003,6,UV,0,17.97381143
#006,6,UV,0,17.97721931
#970,6,UV,0,17.97880433
#970,6,UV,0,17.98054198
#022,6,UV,1,17.98589622
#003,6,UV,0,18.0162939
#003,6,UV,0,18.02020385
#970,6,UV,0,18.03614704
#003,6,UV,0,18.04492063
#003,6,UV,0,18.05066666
#006,6,UV,0,18.05096071
#003,6,UV,0,18.0530908
#006,6,UV,0,18.05408133
#022,6,UV,0,18.0554376
#022,6,UV,0,18.07280937
#006,6,UV,0,18.07454594
#022,6,UV,0,18.07815711
#006,6,UV,0,18.08825636
#022,6,UV,0,18.12321448
#006,6,UV,1,18.13671462
#006,6,UV,0,18.14003545
#022,6,UV,0,18.1447958
#003,6,UV,0,18.16412348
#006,6,UV,0,18.16517648
#022,6,UV,0,18.17228954
#022,6,UV,0,18.173134
#970,6,UV,0,18.17650691
#006,6,UV,1,18.19345398
#970,6,UV,0,18.19478522
#022,6,UV,0,18.21375441
#022,6,UV,0,18.22542774
#006,6,UV,0,18.22929796
#006,6,UV,0,18.23121296
#003,6,UV,0,18.23564988
#022,6,UV,0,18.25683568
#006,6,UV,0,18.25696314
#022,6,UV,0,18.25807789
#022,6,UV,0,18.26017765
#022,6,UV,0,18.26262352
#003,6,UV,0,18.26452651
#003,6,UV,0,18.26911509
#970,6,UV,0,18.27375211
#970,6,UV,1,18.29370646
#006,6,UV,0,18.29993627
#006,6,UV,0,18.30259356
#022,6,UV,0,18.30632405
#003,6,UV,0,18.30860076
#006,6,UV,0,18.33624796
#022,6,UV,0,18.35104004
#022,6,UV,0,18.35652218
#003,6,UV,0,18.35964126
#022,6,UV,1,18.37490146
#003,6,UV,0,18.41037068
#006,6,UV,0,18.42974937
#022,6,UV,0,18.448927
#022,6,UV,0,18.46031792
#006,6,UV,0,18.47096049
#003,6,UV,0,18.47669032
#022,6,UV,0,18.48756629
#022,6,UV,0,18.48979133
#006,6,UV,0,18.50819217
#003,6,UV,0,18.51617431
#003,6,UV,0,18.52485368
#022,6,UV,0,18.53126983
#003,6,UV,0,18.53134887
#006,6,UV,0,18.53469066
#022,6,UV,0,18.53847045
#022,6,UV,0,18.57138408
#006,6,UV,1,18.57317657
#022,6,UV,0,18.57680593
#006,6,UV,0,18.58725946
#970,6,UV,0,18.59673171
#022,6,UV,0,18.61787542
#970,6,UV,1,18.6308178
#003,6,UV,0,18.63695193
#022,6,UV,0,18.63734362
#003,6,UV,0,18.64213331
#022,6,UV,0,18.64520401
#022,6,UV,0,18.67357696
#006,6,UV,2,18.67505618
#003,6,UV,0,18.67796249
#022,6,UV,0,18.68069669
#022,6,UV,0,18.68207372
#022,6,UV,0,18.70088744
#003,6,UV,0,18.71682049
#003,6,UV,0,18.7221388
#022,6,UV,0,18.72280798
#022,6,UV,0,18.76504731
#003,6,UV,0,18.76833697
#022,6,UV,0,18.77019109
#003,6,UV,0,18.77480487
#022,6,UV,0,18.77969228
#006,6,UV,0,18.78416527
#022,6,UV,0,18.78624205
#022,6,UV,0,18.78774253
#022,6,UV,0,18.79014447
#006,6,UV,0,18.79298198
#006,6,UV,0,18.80255304
#970,6,UV,1,18.81377318
#022,6,UV,0,18.84590294
#006,6,UV,0,18.85165327
#022,6,UV,0,18.87020592
#006,6,UV,0,18.8749887
#970,6,UV,0,18.88052108
#022,6,UV,0,18.88395002
#022,6,UV,0,18.89061927
#003,6,UV,0,18.90292962
#003,6,UV,0,18.91969168
#970,6,UV,0,18.92623817
#006,6,UV,0,18.95904161
#003,6,UV,0,18.95927661
#003,6,UV,0,18.96778927
#022,6,UV,0,18.97291941
#022,6,UV,0,18.98065775
#006,6,UV,0,18.98462687
#006,6,UV,0,18.99375666
#022,6,UV,0,18.99606829
#022,6,UV,0,18.99803313
#003,6,UV,0,19.00419639
#022,6,UV,0,19.00759014
#006,6,UV,0,19.00978519
#003,6,UV,0,19.01344877
#022,6,UV,0,19.04111419
#003,6,UV,0,19.04120669
#022,6,UV,0,19.04763074
#022,6,UV,0,19.0539713
#022,6,UV,0,19.06896701
#022,6,UV,0,19.08377254
#022,6,UV,0,19.08796981
#022,6,UV,0,19.09499171
#022,6,UV,0,19.09979619
#003,6,UV,0,19.11932897
#022,6,UV,0,19.1290406
#003,6,UV,0,19.13224017
#022,6,UV,0,19.14057091
#006,6,UV,0,19.14383121
#003,6,UV,1,19.17168122
#022,6,UV,0,19.19292114
#003,6,UV,0,19.19406983
#022,6,UV,1,19.20952944
#006,6,UV,0,19.21811434
#022,6,UV,0,19.23581155
#022,6,UV,0,19.25963709
#003,6,UV,0,19.26568295
#022,6,UV,1,19.28793309
#006,6,UV,0,19.28939807
#022,6,UV,0,19.29916288
#006,6,UV,0,19.30959953
#003,6,UV,0,19.31867962
#006,6,UV,0,19.3326395
#006,6,UV,1,19.34986044
#003,6,UV,0,19.36199838
#022,6,UV,0,19.37091751
#022,6,UV,1,19.38207709
#003,6,UV,0,19.40771828
#022,6,UV,1,19.42121613
#006,6,UV,1,19.43588416
#022,6,UV,0,19.45746475
#022,6,UV,0,19.46789433
#003,6,UV,0,19.4844264
#970,6,UV,0,19.49765993
#970,6,UV,0,19.51237562
#022,6,UV,0,19.5203878
#003,6,UV,0,19.54431744
#022,6,UV,0,19.54756425
#022,6,UV,0,19.55302428
#003,6,UV,0,19.57135846
#022,6,UV,0,19.58291938
#003,6,UV,2,19.58965233
#006,6,UV,0,19.60962727
#006,6,UV,1,19.61864434
#022,6,UV,0,19.6717019
#006,6,UV,0,19.67296813
#022,6,UV,0,19.67413781
#003,6,UV,0,19.67655771
#006,6,UV,0,19.68546319
#003,6,UV,0,19.70250272
#022,6,UV,0,19.73223574
#022,6,UV,0,19.74893872
#003,6,UV,0,19.79107993
#003,6,UV,0,19.80603061
#022,6,UV,0,19.83877846
#003,6,UV,1,19.87279683
#003,6,UV,0,19.89905562
#003,6,UV,0,19.90294998
#003,6,UV,0,19.92232589
#003,6,UV,0,19.92557684
#003,6,UV,0,19.92626822
#022,6,UV,1,19.93238605
#006,6,UV,0,19.94573091
#003,6,UV,0,19.96583151
#970,6,UV,0,20.00009999
#003,6,UV,0,20.01175977
#022,6,UV,1,20.03576639
#003,6,UV,0,20.06664214
#006,6,UV,0,20.07513337
#003,6,UV,0,20.08463451
#022,6,UV,0,20.13679254
#970,6,UV,0,20.14962631
#006,6,UV,0,20.15562897
#003,6,UV,2,20.19111302
#006,6,UV,0,20.2050361
#003,6,UV,0,20.23572264
#970,6,UV,0,20.2745235
#022,6,UV,0,20.28879823
#003,6,UV,0,20.32373839
#003,6,UV,0,20.32658757
#003,6,UV,0,20.3413508
#003,6,UV,0,20.35180849
#022,6,UV,0,20.38330363
#022,6,UV,0,20.42638179
#022,6,UV,0,20.49078742
#022,6,UV,0,20.50494934
#022,6,UV,0,20.50676596
#022,6,UV,0,20.51557518
#003,6,UV,0,20.52118393
#970,6,UV,0,20.56445571
#003,6,UV,1,20.57588667
#022,6,UV,0,20.58986737
#006,6,UV,1,20.6959602
#003,6,UV,0,20.69772773
#022,6,UV,0,20.74300773
#022,6,UV,1,20.83833666
#022,6,UV,1,20.89151746
#003,6,UV,0,20.93428011
#003,6,UV,0,20.95507994
#003,6,UV,0,20.96872338
#022,6,UV,0,20.97000193
#022,6,UV,1,20.97659062
#022,6,UV,0,21.02549732
#022,6,UV,0,21.03193103
#006,6,UV,0,21.03284314
#970,6,UV,0,21.05114906
#006,6,UV,0,21.09788966
#003,6,UV,0,21.09814312
#022,6,UV,0,21.19443589
#003,6,UV,0,21.21181196
#022,6,UV,0,21.2511725
#003,6,UV,1,21.28282911
#003,6,UV,7,21.28606854
#003,6,UV,0,21.38266494
#006,6,UV,1,21.42212217
#022,6,UV,0,21.51456942
#003,6,UV,1,21.54829995
#022,6,UV,1,21.56711477
#003,6,UV,0,21.66303245
#006,6,UV,2,21.68105888
#003,6,UV,1,21.68550758
#003,6,UV,0,21.73280862
#006,6,UV,0,21.73511786
#022,6,UV,0,21.77787254
#003,6,UV,2,21.81178992
#022,6,UV,1,21.8456805
#970,6,UV,0,21.86324521
#970,6,UV,1,21.93004744
#022,6,UV,0,21.94007641
#022,6,UV,0,22.04465072
#022,6,UV,0,22.15681839
#022,6,UV,1,22.42479255
#003,6,UV,1,22.4752754
#022,6,UV,0,22.47812435
#970,6,UV,0,22.73988916
#970,6,UV,0,23.06798666
#970,6,UV,1,23.08102042
#006,6,UV,0,23.3008551
#970,6,UV,0,23.34331037
#022,6,UV,0,23.387541
#022,6,UV,0,23.42797105
#970,6,UV,0,23.54778239
#006,6,UV,1,23.82861634
#022,6,UV,2,23.86862007
#006,6,UV,3,23.91690456
#022,6,UV,1,23.94620586
#006,6,UV,1,23.97158458
#970,6,UV,6,23.99928956
#970,6,UV,2,24.19147253
#022,6,UV,1,24.229955
#970,6,UV,11,24.44970343
#022,6,UV,0,24.49647462
#970,6,UV,3,25.17927444
#970,6,UV,1,25.31836762
#289,0,No UV,0,8.597763582
#970,0,No UV,0,8.67305171
#317,0,No UV,0,8.919691679
#131,0,No UV,0,9.130258665
#289,0,No UV,0,9.375371163
#022,0,No UV,0,9.697299258
#263,0,No UV,0,9.960333663
#974,0,No UV,0,9.98023322
#291,0,No UV,0,10.44862014
#974,0,No UV,0,10.61695715
#317,0,No UV,0,11.10782128
#303,0,No UV,0,11.12132554
#289,0,No UV,0,11.14796067
#317,0,No UV,0,11.2982033
#303,0,No UV,0,11.66692561
#258,0,No UV,0,11.703298
#317,0,No UV,0,11.7475107
#291,0,No UV,0,11.97776073
#291,0,No UV,0,11.99497981
#258,0,No UV,0,12.06420426
#022,0,No UV,0,12.09190486
#303,0,No UV,0,12.11683815
#317,0,No UV,0,12.16327372
#289,0,No UV,0,12.28025662
#258,0,No UV,0,12.28426411
#003,0,No UV,0,12.34499751
#303,0,No UV,0,12.37724845
#009,0,No UV,0,12.47164707
#131,0,No UV,0,12.48737619
#281,0,No UV,0,12.56189813
#317,0,No UV,0,12.57667829
#291,0,No UV,0,12.68219236
#263,0,No UV,0,12.75619295
#263,0,No UV,0,12.75619295
#282,0,No UV,0,12.75619295
#970,0,No UV,0,12.75619295
#009,0,No UV,0,12.75763492
#009,0,No UV,0,12.75763492
#281,0,No UV,0,12.75763492
#282,0,No UV,0,12.75763492
#291,0,No UV,0,12.75763492
#317,0,No UV,0,12.75763492
#970,0,No UV,0,12.75763492
#970,0,No UV,0,12.75763492
#974,0,No UV,0,12.75763492
#974,0,No UV,0,12.75763492
#003,0,No UV,0,12.75907545
#131,0,No UV,0,12.75907545
#131,0,No UV,0,12.75907545
#317,0,No UV,0,12.75907545
#970,0,No UV,0,12.75907545
#022,0,No UV,0,12.76051455
#281,0,No UV,0,12.76051455
#289,0,No UV,0,12.76051455
#303,0,No UV,0,12.76051455
#009,0,No UV,0,12.76195222
#317,0,No UV,0,12.76195222
#970,0,No UV,0,12.76195222
#003,0,No UV,0,12.76338845
#282,0,No UV,0,12.76338845
#303,0,No UV,0,12.76338845
#970,0,No UV,0,12.76338845
#974,0,No UV,0,12.76338845
#009,0,No UV,0,12.76482325
#970,0,No UV,0,12.76482325
#131,0,No UV,0,12.76625663
#258,0,No UV,0,12.76625663
#263,0,No UV,0,12.76625663
#289,0,No UV,0,12.76625663
#974,0,No UV,0,12.76625663
#022,0,No UV,0,12.76768858
#131,0,No UV,0,12.76768858
#258,0,No UV,0,12.76768858
#291,0,No UV,0,12.76768858
#974,0,No UV,0,12.76768858
#303,0,No UV,0,12.76911912
#303,0,No UV,0,12.76911912
#317,0,No UV,0,12.76911912
#009,0,No UV,0,12.77054824
#258,0,No UV,0,12.77054824
#289,0,No UV,0,12.77197594
#317,0,No UV,0,12.77197594
#974,0,No UV,0,12.77197594
#258,0,No UV,0,12.77340224
#281,0,No UV,0,12.77340224
#281,0,No UV,0,12.77340224
#970,0,No UV,0,12.77340224
#009,0,No UV,0,12.77482712
#263,0,No UV,0,12.77482712
#263,0,No UV,0,12.77482712
#263,0,No UV,0,12.77482712
#282,0,No UV,0,12.77482712
#282,0,No UV,0,12.77482712
#970,0,No UV,0,12.77482712
#003,0,No UV,0,12.7762506
#009,0,No UV,0,12.7762506
#258,0,No UV,0,12.7762506
#970,0,No UV,0,12.7762506
#003,0,No UV,0,12.77767267
#131,0,No UV,0,12.77767267
#974,0,No UV,0,12.77767267
#022,0,No UV,0,12.77909335
#263,0,No UV,0,12.77909335
#282,0,No UV,0,12.77909335
#303,0,No UV,0,12.77909335
#131,0,No UV,0,12.78051263
#970,0,No UV,0,12.78051263
#003,0,No UV,0,12.78193051
#281,0,No UV,0,12.78193051
#281,0,No UV,0,12.78193051
#317,0,No UV,0,12.78193051
#003,0,No UV,0,12.783347
#009,0,No UV,0,12.783347
#022,0,No UV,0,12.783347
#022,0,No UV,0,12.7847621
#022,0,No UV,0,12.7847621
#131,0,No UV,0,12.7847621
#289,0,No UV,0,12.7847621
#303,0,No UV,0,12.7847621
#970,0,No UV,0,12.7847621
#022,0,No UV,0,12.78617581
#303,0,No UV,0,12.78617581
#317,0,No UV,0,12.78617581
#282,0,No UV,0,12.78758814
#317,0,No UV,0,12.78758814
#970,0,No UV,0,12.78758814
#003,0,No UV,0,12.78899909
#022,0,No UV,0,12.78899909
#022,0,No UV,0,12.78899909
#974,0,No UV,0,12.78899909
#009,0,No UV,0,12.79040866
#263,0,No UV,0,12.79040866
#317,0,No UV,0,12.79040866
#009,0,No UV,0,12.79181686
#009,0,No UV,0,12.79181686
#258,0,No UV,0,12.79181686
#282,0,No UV,0,12.79181686
#291,0,No UV,0,12.79181686
#291,0,No UV,0,12.79181686
#303,0,No UV,0,12.79181686
#970,0,No UV,0,12.79181686
#003,0,No UV,0,12.79322368
#131,0,No UV,0,12.79322368
#317,0,No UV,0,12.79322368
#974,0,No UV,0,12.79322368
#003,0,No UV,0,12.79462913
#003,0,No UV,0,12.79462913
#263,0,No UV,0,12.79462913
#281,0,No UV,0,12.79462913
#282,0,No UV,0,12.79462913
#974,0,No UV,0,12.79462913
#009,0,No UV,0,12.79603321
#281,0,No UV,0,12.79603321
#289,0,No UV,0,12.79603321
#303,0,No UV,0,12.79603321
#022,0,No UV,0,12.79743593
#258,0,No UV,0,12.79743593
#263,0,No UV,0,12.79743593
#291,0,No UV,0,12.79743593
#974,0,No UV,0,12.79743593
#003,0,No UV,0,12.79883728
#263,0,No UV,0,12.79883728
#303,0,No UV,0,12.79883728
#970,0,No UV,0,12.79883728
#974,0,No UV,0,12.79883728
#009,0,No UV,0,12.80023728
#022,0,No UV,0,12.80023728
#022,0,No UV,0,12.80023728
#131,0,No UV,0,12.80023728
#258,0,No UV,0,12.80023728
#258,0,No UV,0,12.80023728
#258,0,No UV,0,12.80023728
#303,0,No UV,0,12.80023728
#317,0,No UV,0,12.80023728
#282,0,No UV,0,12.80163592
#289,0,No UV,0,12.80163592
#317,0,No UV,0,12.80163592
#974,0,No UV,0,12.80163592
#003,0,No UV,0,12.8030332
#131,0,No UV,0,12.8030332
#281,0,No UV,0,12.8030332
#282,0,No UV,0,12.8030332
#282,0,No UV,0,12.8030332
#289,0,No UV,0,12.8030332
#289,0,No UV,0,12.8030332
#303,0,No UV,0,12.8030332
#970,0,No UV,0,12.8030332
#974,0,No UV,0,12.80442913
#003,0,No UV,0,12.80582371
#003,0,No UV,0,12.80582371
#258,0,No UV,0,12.80582371
#289,0,No UV,0,12.80582371
#291,0,No UV,0,12.80582371
#303,0,No UV,0,12.80582371
#317,0,No UV,0,12.80582371
#974,0,No UV,0,12.80582371
#003,0,No UV,0,12.80721695
#281,0,No UV,0,12.80721695
#282,0,No UV,0,12.80721695
#317,0,No UV,0,12.80721695
#003,0,No UV,0,12.80860884
#263,0,No UV,0,12.80860884
#303,0,No UV,0,12.80860884
#303,0,No UV,0,12.80860884
#970,0,No UV,0,12.80860884
#974,0,No UV,0,12.80860884
#974,0,No UV,0,12.80860884
#009,0,No UV,0,12.80999939
#009,0,No UV,0,12.80999939
#258,0,No UV,0,12.80999939
#303,0,No UV,0,12.80999939
#303,0,No UV,0,12.80999939
#303,0,No UV,0,12.80999939
#317,0,No UV,0,12.80999939
#970,0,No UV,0,12.80999939
#263,0,No UV,0,12.8113886
#263,0,No UV,0,12.8113886
#281,0,No UV,0,12.8113886
#317,0,No UV,0,12.8113886
#003,0,No UV,0,12.81277647
#022,0,No UV,0,12.81277647
#131,0,No UV,0,12.81277647
#258,0,No UV,0,12.81277647
#289,0,No UV,0,12.81277647
#303,0,No UV,0,12.81277647
#970,0,No UV,0,12.81277647
#022,0,No UV,0,12.81416301
#022,0,No UV,0,12.81416301
#281,0,No UV,0,12.81416301
#970,0,No UV,0,12.81416301
#974,0,No UV,0,12.81416301
#022,0,No UV,0,12.81554822
#281,0,No UV,0,12.81554822
#281,0,No UV,0,12.81554822
#317,0,No UV,0,12.81554822
#281,0,No UV,0,12.8169321
#970,0,No UV,0,12.8169321
#974,0,No UV,0,12.8169321
#263,0,No UV,0,12.81831466
#303,0,No UV,0,12.81831466
#317,0,No UV,0,12.81831466
#003,0,No UV,0,12.81969589
#022,0,No UV,0,12.81969589
#022,0,No UV,0,12.81969589
#258,0,No UV,0,12.81969589
#291,0,No UV,0,12.81969589
#303,0,No UV,0,12.81969589
#317,0,No UV,0,12.81969589
#974,0,No UV,0,12.81969589
#022,0,No UV,0,12.8210758
#291,0,No UV,0,12.8210758
#317,0,No UV,0,12.8210758
#970,0,No UV,0,12.8210758
#003,0,No UV,0,12.82245439
#263,0,No UV,0,12.82245439
#281,0,No UV,0,12.82245439
#281,0,No UV,0,12.82245439
#289,0,No UV,0,12.82245439
#970,0,No UV,0,12.82245439
#970,0,No UV,0,12.82245439
#003,0,No UV,0,12.82383166
#009,0,No UV,0,12.82383166
#022,0,No UV,0,12.82383166
#281,0,No UV,0,12.82383166
#282,0,No UV,0,12.82383166
#970,0,No UV,0,12.82383166
#258,0,No UV,0,12.82520762
#263,0,No UV,0,12.82520762
#281,0,No UV,0,12.82520762
#289,0,No UV,0,12.82520762
#970,0,No UV,0,12.82520762
#131,0,No UV,0,12.82658227
#282,0,No UV,0,12.82658227
#289,0,No UV,0,12.82658227
#974,0,No UV,0,12.82658227
#003,0,No UV,0,12.82932765
#009,0,No UV,0,12.82932765
#131,0,No UV,0,12.82932765
#263,0,No UV,0,12.83069838
#291,0,No UV,0,12.83069838
#317,0,No UV,0,12.83069838
#970,0,No UV,0,12.83069838
#974,0,No UV,0,12.83069838
#003,0,No UV,0,12.83206781
#258,0,No UV,0,12.83206781
#258,0,No UV,0,12.83206781
#303,0,No UV,0,12.83206781
#303,0,No UV,0,12.83206781
#970,0,No UV,0,12.83206781
#003,0,No UV,0,12.83343595
#258,0,No UV,0,12.83343595
#317,0,No UV,0,12.83343595
#022,0,No UV,0,12.83480278
#131,0,No UV,0,12.83480278
#303,0,No UV,0,12.83480278
#317,0,No UV,0,12.83480278
#974,0,No UV,0,12.83480278
#974,0,No UV,0,12.83480278
#974,0,No UV,0,12.83480278
#131,0,No UV,0,12.83616832
#970,0,No UV,0,12.83616832
#974,0,No UV,0,12.83616832
#009,0,No UV,0,12.83753257
#131,0,No UV,0,12.83753257
#131,0,No UV,0,12.83753257
#303,0,No UV,0,12.83753257
#970,0,No UV,0,12.83753257
#009,0,No UV,0,12.83889554
#022,0,No UV,0,12.83889554
#022,0,No UV,0,12.83889554
#291,0,No UV,0,12.83889554
#317,0,No UV,0,12.83889554
#317,0,No UV,0,12.83889554
#970,0,No UV,0,12.83889554
#974,0,No UV,0,12.83889554
#003,0,No UV,0,12.84025721
#263,0,No UV,0,12.84025721
#281,0,No UV,0,12.84025721
#282,0,No UV,0,12.84025721
#974,0,No UV,0,12.84025721
#003,0,No UV,0,12.8416176
#258,0,No UV,0,12.8416176
#281,0,No UV,0,12.84297671
#317,0,No UV,0,12.84297671
#317,0,No UV,0,12.84297671
#974,0,No UV,0,12.84297671
#003,0,No UV,0,12.84433454
#009,0,No UV,0,12.84433454
#022,0,No UV,0,12.84433454
#263,0,No UV,0,12.84433454
#263,0,No UV,0,12.8456911
#263,0,No UV,0,12.8456911
#263,0,No UV,0,12.8456911
#974,0,No UV,0,12.8456911
#317,0,No UV,0,12.84704638
#281,0,No UV,0,12.84840038
#289,0,No UV,0,12.84840038
#289,0,No UV,0,12.84840038
#131,0,No UV,0,12.84975312
#291,0,No UV,0,12.84975312
#970,0,No UV,0,12.84975312
#009,0,No UV,0,12.85110459
#263,0,No UV,0,12.8524548
#291,0,No UV,0,12.8524548
#303,0,No UV,0,12.8524548
#974,0,No UV,0,12.8524548
#003,0,No UV,0,12.85380374
#009,0,No UV,0,12.85380374
#263,0,No UV,0,12.85380374
#281,0,No UV,0,12.85380374
#282,0,No UV,0,12.85380374
#003,0,No UV,0,12.85515143
